Item ID,Name,Purchase Link,Image_url,Image_file,Date Last Purchased,Category,Vendor,Makerspace_quantity,Backroom_quantity,Location,Alert
ModPodge_1,Mod Podge Gallon,"Mod Podge Fast Dry Non-Toxic Non-Flammable Tissue Glue and Glaze, 1 gal Jar, Gloss",https://images.schoolspecialty.com/images/408589_ecommthumbnail.jpg,,11/30/2022,GL,DOE,1,0,,0
Mosaic_Tiles_1,"Glass Square Mosaic Tile, 7/16 X 7/16 X 3/16 in, Assorted Color, 3 lb Bag, Pack of 950","School Specialty Glass Square Mosaic Tile, 7/16 X 7/16 X 3/16 in, Assorted Color",https://images.schoolspecialty.com/images/248323_ecommthumbnail.jpg,,3/22/2023,CS,DOE,1,0,,0
Mosaic_Tiles_2,"Diamond Tech Stained Glass Square Mosaic Tile Assortment, 3/4 Inch, Pack of 450","Diamond Tech Stained Glass Square Mosaic Tile Assortment, 3/4 Inch, Pack of 450",https://images.schoolspecialty.com/images/248237_ecommthumbnail.jpg,,3/22/2023,CS,DOE,4,0,,0
Needles_1,"Embroidery and Crewel Needle Assortment, Size 3 to 9","Colonial Embroidery and Crewel Needle Assortment, Size 3 to 9, Pack of 16",https://images.schoolspecialty.com/images/431933_A_ecommthumbnail.jpg,,12/30/2022,SE,DOE,0,0,,0
Paint_Black,"Chromacryl Acrylic Paint Set, 0.5 gal Jug, Black","Chromacryl Premium Students Acrylic Paint Set, 0.5 gal Jug, Assorted Original Colors, Set of 6",https://images.schoolspecialty.com/images/439385_ecommthumbnail.jpg,,3/22/2023,PT,DOE,8,0,,0
Paint_Black2,"Acrylic Essential, 0.5 gal Jug, Black","Chroma Acrylic Essential, 0.5 gal Jug, Black",https://www.schoolspecialty.com/wcsstore/SSIB2BStorefrontAssetStore/images/products/424806.jpg,,12/30/2022,PT,DOE,0,0,,0
Paint_Bronze,"Metal Acrylic Paint Set, 8 oz Bottle, Aged Bronze","Chroma Molten Metal Acrylic Paint Set, 8 oz Bottle, Assorted Color, Set of 4",https://images.schoolspecialty.com/images/406873_ecommthumbnail.jpg,,3/22/2023,PT,DOE,29,0,,0
Paint_BurntUmber,"Acrylic Paint, 1/2 Gallon, Burnt Umber","Sax True Flow Heavy Body Acrylic Paint, 1/2 Gallon, Burnt Umber",https://images.schoolspecialty.com/images/1572445_ecommthumbnail.jpg,,3/22/2023,PT,DOE,3,0,,0
Paint_CoolBlue,"Chromacryl Acrylic Paint Set, 0.5 gal Jug, Cool Blue","Chromacryl Premium Students Acrylic Paint Set, 0.5 gal Jug, Assorted Original Colors, Set of 6",https://images.schoolspecialty.com/images/439385_ecommthumbnail.jpg,,3/22/2023,PT,DOE,11,0,,0
Paint_CoolYellow,"Chromacryl Acrylic Paint Set, 0.5 gal Jug, Cool Yellow","Chromacryl Premium Students Acrylic Paint Set, 0.5 gal Jug, Assorted Original Colors, Set of 6",https://images.schoolspecialty.com/images/439385_ecommthumbnail.jpg,,3/22/2023,PT,DOE,11,0,,0
Paint_Copper,"Metal Acrylic Paint Set, 8 oz Bottle, Copper","Chroma Molten Metal Acrylic Paint Set, 8 oz Bottle, Assorted Color, Set of 4",https://images.schoolspecialty.com/images/406873_ecommthumbnail.jpg,,3/22/2023,PT,DOE,25,0,,0
Paint_DarkGreen,"Chromacryl Acrylic Paint Set, 0.5 gal Jug, Green Deep","Chromacryl Premium Students Acrylic Paint Set, 0.5 gal Jug, Assorted Original Colors, Set of 6",https://images.schoolspecialty.com/images/439385_ecommthumbnail.jpg,,3/22/2023,PT,DOE,11,0,,0
Paint_Gold,"Metal Acrylic Paint Set, 8 oz Bottle, Xanadu Gold","Chroma Molten Metal Acrylic Paint Set, 8 oz Bottle, Assorted Color, Set of 4",https://images.schoolspecialty.com/images/406873_ecommthumbnail.jpg,,3/22/2023,PT,DOE,2,0,,0
Paint_OrangeVermilion,"Chromacryl Acrylic Paint, 0.5 gal Jug, Orange Vermilion","Chromacryl Premium Students Acrylic Paint, 0.5 gal Jug, Orange Vermilion",https://www.schoolspecialty.com/wcsstore/SSIB2BStorefrontAssetStore/images/products/361493.jpg,,12/30/2022,PT,DOE,1,0,,0
Paint_Silver,"Metal Acrylic Paint Set, 8 oz Bottle, Purgare Silver","Chroma Molten Metal Acrylic Paint Set, 8 oz Bottle, Assorted Color, Set of 4",https://images.schoolspecialty.com/images/406873_ecommthumbnail.jpg,,3/22/2023,PT,DOE,14,0,,0
Paint_WarmRed,"Chromacryl Acrylic Paint Set, 0.5 gal Jug, Warm Red","Chromacryl Premium Students Acrylic Paint Set, 0.5 gal Jug, Assorted Original Colors, Set of 6",https://images.schoolspecialty.com/images/439385_ecommthumbnail.jpg,,3/22/2023,PT,DOE,6,0,,0
Paint_White,"Chromacryl Acrylic Paint Set, 0.5 gal Jug, White","Chromacryl Premium Students Acrylic Paint Set, 0.5 gal Jug, Assorted Original Colors, Set of 6",https://images.schoolspecialty.com/images/439385_ecommthumbnail.jpg,,3/22/2023,PT,DOE,6,0,,0
Palette_1,Palette with Cover,"School Smart Paint Palette with Cover, 7-1/2 in, Plastic, White, Pack of 12",https://images.schoolspecialty.com/images/085860_ecommthumbnail.jpg,,10/31/2022,PT,DOE,0,0,,0
Palette_Knife,Royal & Langnickel Palette Knife Classroom Value Pack - Set of 36,,,,3/22/2023,PT,BLICK,2,0,,0
Paper_12x18," Drawing Paper, 80 lb, 12 X 18 in","Sax Pen and Ink 100% Sulphite Drawing Paper, 80 lb, 12 X 18 in, Sulphite, White, Pack of 100",https://images.schoolspecialty.com/images/1323139_ecommthumbnail.jpg,,3/22/2023,PAP,DOE,1,0,,0
Paper_9x12,"Multi-Media Art Paper, 80 lb, 9 X 12 in, Natural White","Pacon Art1st Sulphite Acid-Free Multi-Media Art Paper, 80 lb, 9 X 12 in, Natural White, Pack of 500",https://images.schoolspecialty.com/images/1329811_A_ecommthumbnail.jpg,,3/22/2023,PAP,DOE,3,0,,0
Paper_Construction,"Construction Paper, 9 X 12 Inches, Assorted Color, Pack of 300","Construction Paper, 9 X 12 Inches, Assorted Color, Pack of 300",https://images.schoolspecialty.com/images/336373_ecommthumbnail.jpg,,4/22/2023,PAP,DOE,2,0,,0
PaperMache_1,"Instant Papier-Mache, 5 lb Bag, White","Celluclay Non-Toxic Instant Papier-Mache, 5 lb Bag, White",https://images.schoolspecialty.com/images/350075_A_ecommthumbnail.jpg,,3/22/2023,SC,DOE,1,0,,0
PaperMache_2,Blick Instant Papier Maché - 20 lb,,,,3/22/2023,SC,BLICK,1,0,,0
Pencils_1,No. 2 Pencils,"School Smart Hexagonal No. 2 Pencil with Latex-Free Eraser, Pack of 144",https://www.schoolspecialty.com/wcsstore/SSIB2BStorefrontAssetStore/images/products/084808.jpg,,3/22/2023,MISC,DOE,1,0,,0
PermenantMarker_Black,"Permanent Marker, 1 mm Fine Tip, Black","School Smart Non-Toxic Quick-Drying Water Resistant Permanent Marker, 1 mm Fine Tip, Black, Pack of 12",https://images.schoolspecialty.com/images/085026_D_ecommthumbnail.jpg,,3/22/2023,MISC,DOE,1,0,,0
PermenantMarker_Silver,Permanent Marker - Silver,"Sanford Sharpie Permanent Markers, Fine Tip, Silver Metallic Ink, 12/Pk",http://www.staples-3p.com/s7/is/image/Staples/s0064029_sc7.jpg,,3/22/2023,CM,DOE,12,0,,0
Plaster_1,"Non-Toxic Modeling Plaster, 5 lb","Pacon Plastrcraft High Quality Non-Toxic Modeling Plaster, 5 lb",https://images.schoolspecialty.com/images/399398_ecommthumbnail.jpg,,3/22/2023,SC,DOE,1,0,,0
PopsicleStick_Natural,"Craft Stick, 4-1/2 X 3/8 X 1/2 in, Natural","Creativity Street Wood Economy Non-Toxic Craft Stick, 4-1/2 X 3/8 X 1/2 in, Natural, Pack of 1000",https://images.schoolspecialty.com/images/1006319_ecommthumbnail.jpg,,12/30/2022,WD,DOE,0,0,,0
Protractor_1,Protractor,"Helix Plastic Compass & Protractor Set, Assorted Colors",https://images.schoolspecialty.com/images/1534822_ecommthumbnail.jpg,,12/30/2022,MISC,DOE,2,0,,0
RailroadBoard_Black,"Railroad Board, 22 X 28 in, 4-Ply Thickness, Black","School Smart Railroad Board, 22 X 28 in, 4-Ply Thickness, Black, Pack of 25",https://images.schoolspecialty.com/images/1485728_ecommthumbnail.jpg,,12/30/2022,MISC,DOE,0,0,,0
RailroadBoard_Green,"Railroad Board, 22 X 28 in, 4-Ply Thickness, Green","School Smart Railroad Board, 22 X 28 in, 4-Ply Thickness, Green, Pack of 25",https://images.schoolspecialty.com/images/1485737_ecommthumbnail.jpg,,12/30/2022,MISC,DOE,0,0,,0
RigidDrill#1,Rigid Drill,,,Items_Images/RigidDrill-1.Image.143252.jpg,2/26/2017,TLS,AMZ,2,0,,0
RollingPin_1,"Rolling Pin, 7-1/2 in","Creativity Street Real Action Rolling Pin, 7-1/2 in, Plastic, Pack of 12",https://images.schoolspecialty.com/images/1400394_ecommthumbnail.jpg,,3/22/2023,SC,DOE,2,0,,0
Ruller_1,"Westcott 6"" Shatterproof Standard Ruler (45016)","Westcott 6"" Shatterproof Standard Ruler (45016)",http://www.staples-3p.com/s7/is/image/Staples/sp137198457_sc7.jpg,,11/30/2022,MISC,DOE,1,0,,0
RyobiDrill#1_P210,Ryobi drill,,,Items_Images/RyobiDrill-1_P210.Image.144139.jpg,,TLS,AMZ,0,0,,0
RyobiNailGun#1_P322,Ryobi Nail Gun,,,Items_Images/RyobiNailGun-1_P322.Image.144346.jpg,,TLS,HD,1,0,,0
RyobiRouter_R163G,Ryobi Router,,,Items_Images/RyobiRouter_R163G.Image.123626.jpg,3/27/2020,TLS,HD,1,0,,0
Scissors_1,Scissors,"Scotch Multi-Purpose Scissors, 8 in, Straight, Red",https://images.schoolspecialty.com/images/1532800_ecommthumbnail.jpg,,10/31/2022,MISC,DOE,0,0,,0
Scraper_1,Flexible Scraper,"Jack Richeson Half Moon Oval Smooth Flexible Scraper, 2 X 4 in, Steel",https://images.schoolspecialty.com/images/457358_ecommthumbnail.jpg,,3/22/2023,SC,DOE,1,0,,0
Sharpie_1,"Sharpie Chisel Tip, Black","Sharpie Water Resistant Alcohol-Based Permanent Marker, Chisel Tip, Black, Pack of 12",https://images.schoolspecialty.com/images/067111_ecommthumbnail.jpg,,3/22/2023,CM,DOE,24,0,,0
Styfrofoam_Ball,"Styrofoam Ball, 2 Inches, White, Pack of 11","School Specialty FloraCraft Styrofoam Ball, 2 Inches, White, Pack of 12",https://images.schoolspecialty.com/images/247040_ecommthumbnail.jpg,,11/30/2022,FM,DOE,0,0,,0
Styrofoam_1,"Sheet Styrofoam Shape, 1 X 12 X 36 in, White","School Specialty FloraCraft Sheet Styrofoam Shape, 1 X 12 X 36 in, White",https://images.schoolspecialty.com/images/363674_ecommthumbnail.jpg,,12/30/2022,FM,DOE,0,0,,0
Styrofoam_2,"Styrofoam Light-Weight Block Pack, Pack of 35","School Specialty Styrofoam Light-Weight Block Pack, Pack of 36",https://images.schoolspecialty.com/images/451976_ecommthumbnail.jpg,,11/30/2022,FM,DOE,0,0,,0
Styrofoam_3,"Styrofoam Shape, 1-1/2 in, White","School Specialty FloraCraft Ball Styrofoam Shape, 1-1/2 in, White, Pack of 12",https://images.schoolspecialty.com/images/247040_ecommthumbnail.jpg,,11/30/2022,FM,DOE,0,0,,0
Styrofoam_4,"Styrofoam Shape, 3 in, White","School Specialty FloraCraft Ball Styrofoam Shape, 3 in, White, Pack of 12",https://images.schoolspecialty.com/images/247040_ecommthumbnail.jpg,,11/30/2022,FM,DOE,0,0,,0
Styrofoam_5,"Styrofoam Shape, 4 in, White","School Specialty FloraCraft Ball Styrofoam Shape, 4 in, White, Pack of 12",https://images.schoolspecialty.com/images/247040_ecommthumbnail.jpg,,11/30/2022,FM,DOE,0,0,,0
Styrofoam_6,"Styrofoam Shape, 6 in, White","School Specialty FloraCraft Ball Styrofoam Shape, 6 in, White, Pack of 6",https://images.schoolspecialty.com/images/247040_ecommthumbnail.jpg,,11/30/2022,FM,DOE,0,0,,0
Styrofoam_7,"Styrofoam Sheet, 2 X 12 X 36 in, White","FloraCraft Styrofoam Sheet, 2 X 12 X 36 in, White",https://images.schoolspecialty.com/images/451973_ecommthumbnail.jpg,,12/30/2022,FM,DOE,0,0,,0
Syrofoam_Cone,"Cone Styrofoam Shape, 6 X 3 in, White","School Specialty FloraCraft Cone Styrofoam Shape, 6 X 3 in, White",https://images.schoolspecialty.com/images/363644_ecommthumbnail.jpg,,11/30/2022,FM,DOE,0,0,,0
TaperMeasure_1,"Stanley PowerLock 25' Tape Rule, 1"" Wide, Silver","Stanley PowerLock 25' Tape Rule, 1"" Wide, Silver",http://www.staples-3p.com/s7/is/image/Staples/s0204849_sc7.jpg,,3/22/2023,MISC,DOE,2,0,,0
Tile_Adhesive,Mosaic Tile Adhesive 32 oz,"Mosaic Mercantile Mosaic Tile Adhesive, 32 Ounce Bottle, White",https://images.schoolspecialty.com/images/403051_ecommthumbnail.jpg,,11/30/2022,GL,DOE,1,0,,0
TileBreaker_1,"2-in-1 Tile Scorer/Breaker, 6 X 6 in, 3/4 in Thickness","School Specialty Diamond Tech 2-in-1 Tile Scorer/Breaker, 6 X 6 in, 3/4 in Thickness, Tungsten Carbide, Black/Red",https://images.schoolspecialty.com/images/1289927_ecommthumbnail.jpg,,3/22/2023,TLS,DOE,1,0,,0
WhiteGlue_Gallon,Elmer's Glue Gallon,"Elmer's Glue-All Refill, 1 Gallon",http://www.staples-3p.com/s7/is/image/Staples/s0262135_sc7.jpg,,3/22/2023,GL,DOE,2,0,,0
Wire_Sculpture_18ga,"Arcor Dark Annealed Stovepipe Wire, 18 ga, 940 ft L Spool, 5 lb","Arcor Dark Annealed Stovepipe Wire, 18 ga, 940 ft L Spool, 5 lb",https://images.schoolspecialty.com/images/463793_ecommthumbnail.jpg,,3/22/2023,SC,DOE,1,0,,0
Wire_Sculpture_50ft,Armature Wire 50 ft,"Jack Richeson Armature Wire, 3/16 Inch x 50 Feet, Aluminum",https://images.schoolspecialty.com/images/2002184_A_ecommthumbnail.jpg,,3/22/2023,WR,DOE,1,0,,0
Wood_Balsa_1,"Woods Balsa Economy Bag, Assorted Size","Midwest Products Project Woods Balsa Economy Bag, Assorted Size",https://images.schoolspecialty.com/images/407055_ecommthumbnail.jpg,,12/30/2022,WD,DOE,0,0,,0
WoodBag_1,"Sax Wood Scrap Bag, Assorted Size","Sax Wood Scrap Bag, Assorted Size",https://images.schoolspecialty.com/images/451904_ecommthumbnail.jpg,,12/30/2022,WD,DOE,0,0,,0
Woodblock_1,Wooden Block Stop,Jack Richeson Linoleum/Wood Block Stop with 7-1/2 X 11-1/4 in Block,https://images.schoolspecialty.com/images/225852_ecommthumbnail.jpg,,12/30/2022,WD,DOE,0,0,,0
WoodenPeople_1,40 pc Wooden People,"Hygloss Assorted Decorated Wooden People, 1-1/8 - 2-3/8 in, Tan, Pack of 40",https://images.schoolspecialty.com/images/407351_A_ecommthumbnail.jpg,,12/30/2022,MISC,DOE,0,0,,0
WoodGlue_8oz_Bottle,"Elmer's Carpenter's Wood Glue, 8 oz Bottle","Elmer's Carpenters Non-Toxic Interior Wood Glue, 8 oz Bottle",https://images.schoolspecialty.com/images/1366802_ecommthumbnail.jpg,,10/31/2022,GL,DOE,0,0,,0
WoodGlue_Gallon,"Elmer's Carpenter's Wood Glue, 1 gal","Elmer's Carpenter's Interior Non-Toxic Wood Glue, 1 gal",https://images.schoolspecialty.com/images/1366805_ecommthumbnail.jpg,,3/22/2023,GL,DOE,2,0,,0
WoodTreasureChest_1,"Pacon Wood Treasure Chest, Assorted Size, 10 lb","Pacon Wood Treasure Chest, Assorted Size, 10 lb",https://images.schoolspecialty.com/images/214875_ecommthumbnail.jpg,,3/22/2023,WD,DOE,1,0,,0
Brush_ClassSet,"Royal Brush Waterproof Standard Golden Taklon Hardwood Handle Paint Brush Combo Pack, Assorted Size, Blue, Pack of 144","Royal Brush Waterproof Standard Golden Taklon Hardwood Handle Paint Brush Combo Pack, Assorted Size, Blue, Pack of 144",https://images.schoolspecialty.com/images/401155_B_ecommthumbnail.jpg,,4/22/2023,PT,DOE,1,0,,0
Brush_10Pack,"Royal Brush Light-Weight Golden Taklon Hair Acrylic Handle Ultra Short Brush Set, Assorted Size, Translucent Blue, Set of 10","Royal Brush Light-Weight Golden Taklon Hair Acrylic Handle Ultra Short Brush Set, Assorted Size, Translucent Blue, Set of 10",https://images.schoolspecialty.com/images/410603_ecommthumbnail.jpg,,4/22/2023,PT,DOE,7,0,,0
Brush_Dynasty,"Dynasty C-400 Sapphire Round Synthetic Fiber Short Acrylic Handle Paint Brush Assortment, Multiple Size, Clear with Blue, Pack of 72","Dynasty C-400 Sapphire Round Synthetic Fiber Short Acrylic Handle Paint Brush Assortment, Multiple Size, Clear with Blue, Pack of 72",https://images.schoolspecialty.com/images/405387_ecommthumbnail.jpg,,4/22/2023,PT,DOE,1,0,,0
Canvas_9x12,Artist's Loft Canvas Panel 9x12,,,,4/23/2023,PT,,10,0,,0
Drawing_Charcoal_Set,"General's Charcoal Drawing School Pack, Assorted Tip, Assorted Color, Pack of 235","General's Charcoal Drawing School Pack, Assorted Tip, Assorted Color, Pack of 235",https://images.schoolspecialty.com/images/405667_ecommthumbnail.jpg,,4/22/2023,DR,DOE,1,0,,0
DewaltCircularSaw7.5in_dw362,Circular Saw 7 1/4 in,,,Items_Images/DewaltCircularSaw7.5in_dw362.Image.135739.jpg,6/1/2020,TLS,HD,2,0,,0
RyobiReciprocatingSaw_RJC181,Ryobi Rep Saw,,,Items_Images/RyobiReciprocatingSaw_RJC181.Image.141239.jpg,,TLS,HD,2,0,,0
RyobiFlashlight_P700,Flashlight,,,Items_Images/RyobiFlashlight_P700.Image.122724.jpg,,TLS,HD,3,0,,0
StanleyHacksaw1,Hacksaw,,,Items_Images/StanleyHacksaw1.Image.123125.jpg,,TLS,HD,1,0,,0
DewaltToothSaw,Tooth Saw,,,Items_Images/DewaltToothSaw.Image.123238.jpg,,TLS,HD,1,0,,0
DewaltScrollSaw_SW788,Scroll Saw,,,Items_Images/DewaltScrollSaw_SW788.Image.144223.jpg,,TLS,HD,2,0,,0
TableSaw_DWE7491,Table Saw,,,Items_Images/TableSaw_DWE7491.Image.144559.jpg,,TLS,HD,1,0,,0
DewaltJigSaw_DW318,Jig Saq,,,Items_Images/DewaltJigSaw_DW318.Image.144854.jpg,,TLS,HD,1,0,,0
StarrettCalipers_No.721,Starrett Calipers,,,Items_Images/StarrettCalipers_No.721.Image.150058.jpg,,TLS,HD,1,0,,0
Clamps_1,Clamps,,,Items_Images/Clamps_1.Image.123218.jpg,,TLS,HD,10,0,,0
Chisel_1,chisel,,,Items_Images/Chisel_1.Image.123508.jpg,,TLS,HD,2,0,,0
GrizzlyBandSaw_G8144,Band Saw,,,Items_Images/GrizzlyBandSaw_G8144.Image.003445.jpg,,TLS,HD,1,0,,0
GrizzlyShear_T32957,Metal Shear,,,Items_Images/GrizzlyShear_T32957.Image.003849.jpg,,TLS,HD,1,0,,0